Time (s),Throttle (Ã‚Âµs),Rotation speed (rpm),Thrust (kgf),Voltage (V),Current (A),Electrical power (W),Propulsion system efficiency (gf/W),motor manufacturer,motor kv,propeller size(diameter),propeller size(pitch),propeller manufacturer,ESC manufacturer,ESC limit,
77.9278832,1850,11695,0.284797066,7.576240935,9.757877288,73.92802934,3.85235571,T-Motor,2850,6,3.8,Emax,Hobbywing,30-40,
0.3100618,1000,0,-0.000103094,15.53175483,-0.002030366,0.031535154,,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
9.6397728,1200,4537,0.053240047,15.51057522,0.720105467,11.16925001,4.766662618,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
14.3449636,1300,6371,0.10647211,15.4731182,1.724133621,26.6777233,3.99104934,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
18.5150278,1350,7131,0.12984584,15.44586312,2.265825783,34.9976349,3.710131859,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
22.6923754,1400,7929,0.160860371,15.40510233,3.06023495,47.14323257,3.412162513,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
26.86602,1450,8671,0.192877379,15.361469,4.001593134,61.47034888,3.137730343,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
31.0295878,1500,9378,0.22693604,15.30815133,5.12536193,78.45981606,2.892385575,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
35.188906,1550,10073,0.262837633,15.24592922,6.371344988,97.13707473,2.705842579,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
39.3656828,1600,10802,0.304911816,15.16369794,8.071578524,122.3949787,2.491211804,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
43.550758,1650,11526,0.343008381,15.08028131,9.778969462,147.4696104,2.325959769,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
47.7366768,1700,12109,0.3791616,14.991984,11.55684158,173.259984,2.188396832,Lumenier,1700,7,5,HQProp,Lumenier,45-50,
0.2987242,1000,0,-0.000522695,12.44608385,0.049857579,0.620531609,,T-motor,2850,6,4.2,Gemfan,T-motor,50,
9.574627,1200,5398,0.069088546,12.40767247,0.873420492,10.83711539,6.375178572,T-motor,2850,6,4.2,Gemfan,T-motor,50,
13.7002358,1250,6285,0.09703536,12.38468075,1.304369424,16.15419889,6.006819701,T-motor,2850,6,4.2,Gemfan,T-motor,50,
17.85059,1300,7179,0.130958609,12.35245461,1.881189948,23.23731345,5.635703498,T-motor,2850,6,4.2,Gemfan,T-motor,50,
21.9756984,1350,8017,0.16744642,12.31262003,2.598824672,31.99834071,5.232971979,T-motor,2850,6,4.2,Gemfan,T-motor,50,
26.1263036,1400,8774,0.206337064,12.26681009,3.386673784,41.54368414,4.966749287,T-motor,2850,6,4.2,Gemfan,T-motor,50,
30.7767528,1500,10122,0.279857241,12.15914858,5.452400986,66.29655369,4.221293955,T-motor,2850,6,4.2,Gemfan,T-motor,50,
35.4016568,1600,11322,0.349106918,12.01797357,8.077353929,97.07342604,3.596318091,T-motor,2850,6,4.2,Gemfan,T-motor,50,
40.0287474,1700,12549,0.433181932,11.84422039,11.30053608,133.8460399,3.23641949,T-motor,2850,6,4.2,Gemfan,T-motor,50,
0.3000892,1000,0,0.000235649,12.45068794,0.941128398,11.717696,,EMAX,1700,7,4,,Hobbywing,50-55,
9.5750268,1200,7776,0.053376489,12.45220567,0.589619555,7.342063973,7.26995696,EMAX,1700,7,4,,Hobbywing,50-55,
13.7257762,1250,9463,0.081031355,12.43925545,0.916588435,11.40167769,7.106967691,EMAX,1700,7,4,,Hobbywing,50-55,
17.8767438,1300,11058,0.115003782,12.42020608,1.311631925,16.29073881,7.059457702,EMAX,1700,7,4,,Hobbywing,50-55,
22.0269566,1350,12464,0.150085844,12.39943919,1.762233166,21.85070298,6.868696366,EMAX,1700,7,4,,Hobbywing,50-55,
26.17692,1400,13657,0.182225853,12.37770184,2.250544738,27.85657176,6.541574986,EMAX,1700,7,4,,Hobbywing,50-55,
30.828707,1500,16274,0.267995859,12.32202821,3.630926751,44.74038185,5.990021708,EMAX,1700,7,4,,Hobbywing,50-55,
35.4531824,1600,18710,0.378597185,12.23708977,5.73881195,70.22635701,5.391098177,EMAX,1700,7,4,,Hobbywing,50-55,
40.1038586,1700,21182,0.508271162,12.12205313,8.530147469,103.4029008,4.915443938,EMAX,1700,7,4,,Hobbywing,50-55,
0.3002284,1000,0,0.001452539,12.21153551,-0.002765935,0.033776312,,Lumenier,2550,6,3.5,,Lumenier,35-40,
9.5842712,1200,5881,0.036809482,12.18131894,1.09063977,13.28543089,2.770665244,Lumenier,2550,6,3.5,,Lumenier,35-40,
14.2241288,1300,8120,0.070683398,12.13825172,2.396271321,29.08654449,2.430106389,Lumenier,2550,6,3.5,,Lumenier,35-40,
18.3871638,1350,8984,0.088703711,12.10833238,3.150299408,38.14487233,2.32544261,Lumenier,2550,6,3.5,,Lumenier,35-40,
22.5349946,1400,9810,0.101567427,12.07447954,3.968986546,47.92344685,2.119368157,Lumenier,2550,6,3.5,,Lumenier,35-40,
26.7006212,1450,10578,0.122288746,12.03277196,5.071436569,61.02343976,2.003963499,Lumenier,2550,6,3.5,,Lumenier,35-40,
30.8500774,1500,11500,0.141977756,11.98035821,6.460939303,77.40436725,1.834234437,Lumenier,2550,6,3.5,,Lumenier,35-40,
34.9978498,1550,12200,0.163589956,11.92317404,7.785236286,92.82472715,1.762353209,Lumenier,2550,6,3.5,,Lumenier,35-40,
39.1596322,1600,12940,0.18574496,11.85775387,9.437533626,111.9079509,1.659801278,Lumenier,2550,6,3.5,,Lumenier,35-40,
43.326618,1650,13761,0.209497927,11.77823,11.4976325,135.4217601,1.547003426,Lumenier,2550,6,3.5,,Lumenier,35-40,
47.4841006,1700,14436,0.244248016,11.67770433,14.04820042,164.050731,1.488856615,Lumenier,2550,6,3.5,,Lumenier,35-40,
0.4444378,1000,0,-0.000594043,15.64471708,0.049319391,0.771587916,,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
10.4314888,1200,4116,0.027070003,15.63332466,0.381815972,5.96905306,4.535058129,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
15.6902276,1300,5706,0.052356547,15.61477113,0.846495836,13.21783875,3.96105204,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
20.4091522,1350,6480,0.066421988,15.59725822,1.158904182,18.07572778,3.674650852,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
25.0820032,1400,7193,0.083449189,15.57628463,1.566649799,24.40258319,3.419686696,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
29.755255,1450,7894,0.103170159,15.55172479,2.044213246,31.79104182,3.245258829,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
34.3587686,1500,8543,0.122322587,15.5220785,2.601488015,40.38050118,3.02924886,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
39.0455142,1550,9206,0.136704566,15.48947068,3.174915862,49.17776617,2.779804296,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
43.8323478,1600,9747,0.157891405,15.44961499,3.91569433,60.49596983,2.609949155,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
48.4793008,1650,10404,0.172250921,15.40362695,4.646803666,71.57763018,2.406490978,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
53.0411276,1700,10920,0.194639478,15.35185112,5.615952656,86.21526906,2.257598686,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
57.7199154,1750,11400,0.211239559,15.29594033,6.60482292,101.0269773,2.090922294,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
62.3354408,1800,11819,0.227584446,15.23621211,7.569026121,115.3232874,1.97344744,FlashHobby,1400,6,4.2,Gemfan,Hobbywing,20,
0.3005192,1000,0,-0.000253678,12.07060518,0.047677079,0.575491201,,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
9.5770136,1200,3095,0.039808104,12.05916813,0.339217726,4.090683587,9.731406251,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
13.7020318,1250,3737,0.059166189,12.05031151,0.524021717,6.314624929,9.369707638,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
17.8524892,1300,4378,0.081113131,12.03782191,0.776650069,9.349175211,8.675966465,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
21.9784028,1350,4958,0.103743954,12.02162553,1.081926237,13.00651207,7.976308607,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
26.1042348,1400,5515,0.12950399,12.00167369,1.439586852,17.27745165,7.49554927,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
30.7538464,1500,6545,0.183155245,11.95366779,2.34039632,27.9763201,6.546795429,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
35.4054644,1600,7431,0.242264038,11.88909627,3.487816832,41.46699009,5.842334781,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
40.0299264,1700,8292,0.305872929,11.80915072,5.008058291,59.14091517,5.171934318,T-Motor,1500,7,3.7,Gemfan,T-Motor,,
4,1200,1397.444062,0.981986713,25.07,0.01,0.2507,3916.97931,,,,,,Hobbywing,60,
6,1300,2335.184987,2.978591058,25.03,0.53,13.2659,224.5298893,,,,,,Hobbywing,60,
8,1400,3001.534903,5.243380767,24.98,1.58,39.4684,132.850097,,,,,,Hobbywing,60,
10,1500,3697.010173,8.517689527,24.91,3.2,79.712,106.8558,,,,,,Hobbywing,60,
12,1600,4419.509953,12.96671136,24.8,5.75,142.6,90.93065473,,,,,,Hobbywing,60,
14,1700,5064.851416,17.88378294,24.66,8.76,216.0216,82.7870127,,,,,,Hobbywing,60,
16,1800,5689.470906,22.29915415,24.48,12.47,305.2656,73.04836885,,,,,,Hobbywing,60,
18,1900,6321.156875,27.14586531,24.27,17.08,414.5316,65.48563561,,,,,,Hobbywing,60,
20,2000,6426.581109,28.3277164,24.17,18.31,442.5527,64.00981487,,,,,,Hobbywing,60,
0.299518,1000,0,0.000490568,12.32205853,-0.007751231,0.095511127,,EMAX,2500,6,4.2,Gemfan,EMAX,50,
9.5727998,1200,5390,0.100134177,12.28099117,1.301128091,15.97914259,6.266555069,EMAX,2500,6,4.2,Gemfan,EMAX,50,
13.699833,1250,6458,0.147542226,12.25001342,1.962052178,24.03516551,6.138598277,EMAX,2500,6,4.2,Gemfan,EMAX,50,
17.8253848,1300,7412,0.195881948,12.21517584,2.718933371,33.21224921,5.897882633,EMAX,2500,6,4.2,Gemfan,EMAX,50,
21.9758806,1350,8218,0.244010307,12.17187836,3.639148661,44.29527485,5.508720919,EMAX,2500,6,4.2,Gemfan,EMAX,50,
26.1274274,1400,9014,0.291286892,12.12698485,4.620144199,56.02841871,5.198913318,EMAX,2500,6,4.2,Gemfan,EMAX,50,
30.7519176,1500,10358,0.378926997,12.04122848,6.637739018,79.92653209,4.740941303,EMAX,2500,6,4.2,Gemfan,EMAX,50,
35.4025984,1600,11850,0.498196469,11.91428094,9.711716343,115.708117,4.305631116,EMAX,2500,6,4.2,Gemfan,EMAX,50,
40.0525676,1700,13448,0.658783846,11.73313561,14.22182645,166.8666183,3.947966663,EMAX,2500,6,4.2,Gemfan,EMAX,50,
0.3013966,1000,0,-0.001226358,12.52651481,0.012155267,0.152263134,,,2550,,,,,40- 60,
9.5774302,1200,5794,0.088056059,12.48933064,1.22156988,15.25659013,5.771673608,,2550,,,,,40- 60,
13.7271724,1250,6959,0.126532948,12.46256214,1.842997257,22.96846783,5.508985163,,2550,,,,,40- 60,
17.8525284,1300,7991,0.168750981,12.42986599,2.580578229,32.07624155,5.260933719,,2550,,,,,40- 60,
22.0015754,1350,8776,0.214665307,12.39212683,3.351087493,41.52710123,5.169282238,,2550,,,,,40- 60,
26.1543708,1400,9615,0.2577556,12.34969349,4.319727517,53.3473108,4.831651228,,2550,,,,,40- 60,
30.7948824,1500,11192,0.360106231,12.25124502,6.814060179,83.48072086,4.313645439,,2550,,,,,40- 60,
35.455463,1600,12643,0.473550155,12.11893767,10.13878504,122.871304,3.854033769,,2550,,,,,40- 60,
40.1043116,1700,14226,0.600073684,11.93579789,14.6682554,175.077332,3.42747789,,2550,,,,,40- 60,
0.300617,1000,0,0.00017355,11.76719874,0.007218012,0.084935787,,T-motor,3550,5,3.5,Gemfan,T-motor,30,
9.576649,1200,6656,0.068067413,11.7249925,1.083808322,12.70764444,5.356414674,T-motor,3550,5,3.5,Gemfan,T-motor,30,
14.2025436,1300,8831,0.124263157,11.66658744,2.237104382,26.09937389,4.761154726,T-motor,3550,5,3.5,Gemfan,T-motor,30,
18.3277456,1350,9711,0.148648576,11.62899551,2.889078805,33.59708443,4.424448681,T-motor,3550,5,3.5,Gemfan,T-motor,30,
22.4524162,1400,10559,0.178809275,11.58080295,3.749693446,43.42446091,4.117708564,T-motor,3550,5,3.5,Gemfan,T-motor,30,
26.602242,1450,11426,0.208478666,11.52402186,4.719574899,54.3884843,3.833139838,T-motor,3550,5,3.5,Gemfan,T-motor,30,
30.7533872,1500,12046,0.238513345,11.46316035,5.794264781,66.42058627,3.590955135,T-motor,3550,5,3.5,Gemfan,T-motor,30,
34.9043154,1550,12820,0.259888964,11.40235567,6.826904593,77.84279428,3.338638675,T-motor,3550,5,3.5,Gemfan,T-motor,30,
39.0540922,1600,13508,0.29081399,11.32643693,8.15155714,92.32809779,3.149788599,T-motor,3550,5,3.5,Gemfan,T-motor,30,
43.179839,1650,14218,0.327891968,11.241119,9.745059724,109.545376,2.993206834,T-motor,3550,5,3.5,Gemfan,T-motor,30,
47.3068172,1700,15043,0.364445636,11.14279788,11.5866044,129.1071909,2.822814384,T-motor,3550,5,3.5,Gemfan,T-motor,30,
0.297361,1000,0,2.96E-06,8.209959405,0.009980244,0.081937394,,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
9.5290362,1200,4207,0.022637589,8.203415441,0.32550259,2.67023297,8.477757847,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
13.6555536,1250,5038,0.031901449,8.200073747,0.502966295,4.124360712,7.734883366,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
17.7578762,1300,5847,0.044089294,8.194057902,0.748524049,6.133449402,7.188335827,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
21.6476042,1325,6200,0.051193254,8.189808328,0.900720867,7.376731253,6.939829064,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
25.5051124,1350,6556,0.057957392,8.185546064,1.057265074,8.654291962,6.696953685,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
29.3733694,1375,6910,0.064538824,8.180728793,1.226267317,10.03176035,6.433449516,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
33.2312966,1400,7272,0.070941248,8.17584672,1.396941724,11.42118141,6.211375665,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
37.1083396,1425,7591,0.079408178,8.169909656,1.598906095,13.06291835,6.078900289,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
40.9820862,1450,7895,0.087194986,8.163856665,1.812199018,14.79453303,5.893730205,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
44.882774,1475,8203,0.094582107,8.157218401,2.04122081,16.65068395,5.680373689,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
48.7602246,1500,8523,0.101935921,8.151129477,2.27657752,18.55667813,5.493220284,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
52.9086344,1550,9124,0.118916965,8.136531737,2.842212486,23.1257521,5.142187987,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
57.0345,1600,9716,0.136152801,8.12091141,3.468408583,28.16663883,4.833832047,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
61.158166,1650,10329,0.158135449,8.100337704,4.291826653,34.76524525,4.548664841,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
65.285452,1700,10953,0.179489915,8.079108505,5.160932198,41.69573122,4.304755177,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
69.4066954,1750,11564,0.201919911,8.05465265,6.153214428,49.5620049,4.074086816,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
73.5365358,1800,12154,0.224909332,8.026024451,7.268093211,58.33389382,3.855551506,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
77.6864094,1850,12722,0.247197239,7.990424836,8.449008128,67.51116439,3.661575698,FlashHobby,3100,5.2,2.6,Gemfan,Hobbywing,20-30,
0.5518608,1000,0,0.000123017,15.67580745,0.047951168,0.751673277,,,1430,7,3.5,Gemfan,Hobbywing,30,
10.4406768,1200,3734,0.021076642,15.66669127,0.281178595,4.405138243,4.784558498,,1430,7,3.5,Gemfan,Hobbywing,30,
15.6088332,1300,5317,0.043715112,15.65154171,0.661990647,10.36117422,4.219127215,,1430,7,3.5,Gemfan,Hobbywing,30,
20.2392498,1350,6026,0.055531678,15.6388504,0.927613136,14.50680306,3.827974916,,1430,7,3.5,Gemfan,Hobbywing,30,
24.6947542,1400,6660,0.067572599,15.62409981,1.237552474,19.33564338,3.494716863,,1430,7,3.5,Gemfan,Hobbywing,30,
29.295438,1450,7219,0.082422582,15.6040888,1.608990728,25.10683419,3.282874332,,1430,7,3.5,Gemfan,Hobbywing,30,
33.8779822,1500,7803,0.096207221,15.58057161,2.013777817,31.37580949,3.06628651,,1430,7,3.5,Gemfan,Hobbywing,30,
38.6309988,1550,8361,0.106882307,15.55542751,2.460140621,38.26853909,2.792954972,,1430,7,3.5,Gemfan,Hobbywing,30,
43.2245902,1600,8678,0.125115203,15.52143545,3.100118037,48.11828199,2.600159405,,1430,7,3.5,Gemfan,Hobbywing,30,
47.8497974,1650,8960,0.138860442,15.48586212,3.767588237,58.34435198,2.380015149,,1430,7,3.5,Gemfan,Hobbywing,30,
52.4390736,1700,9171,0.150794814,15.44564756,4.495502502,69.43594724,2.171711051,,1430,7,3.5,Gemfan,Hobbywing,30,
56.9118828,1750,9283,0.16087251,15.39819425,5.289379723,81.44689641,1.975182815,,1430,7,3.5,Gemfan,Hobbywing,30,
61.683406,1800,9428,0.164309569,15.35346826,6.016530973,92.37461734,1.778730718,,1430,7,3.5,Gemfan,Hobbywing,30,
0.3001888,1000,0,-0.000396293,12.30179837,0.00622933,0.076631966,,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
9.5761498,1200,5675,0.069080665,12.27905593,0.744042099,9.136134544,7.561257455,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
13.725074,1250,6774,0.096986115,12.26141655,1.166265892,14.30007191,6.782211715,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
17.878235,1300,7669,0.125530366,12.23930353,1.621568251,19.84686601,6.324946507,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
21.7788672,1325,8088,0.141958053,12.22313724,1.912953528,23.3822935,6.071177463,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
25.654814,1350,8572,0.157941348,12.20740909,2.201642835,26.87635475,5.876591136,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
29.5307854,1375,9033,0.174895784,12.1873215,2.572085036,31.34682726,5.579377553,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
33.4032998,1400,9464,0.19120278,12.16692196,2.944700216,35.82793773,5.336695119,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
37.30491,1425,9901,0.208929226,12.14403958,3.361634691,40.82382475,5.117825856,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
41.2049936,1450,10339,0.225584539,12.12096462,3.800880435,46.07033728,4.896524582,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
45.0940902,1475,10724,0.243278914,12.09567454,4.2726645,51.6807592,4.707340181,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
49.005838,1500,11164,0.267670142,12.06414429,4.861424829,58.64893059,4.563939009,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
53.6314842,1600,12504,0.344637026,11.97337716,7.238208066,86.66579512,3.976621055,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
58.2568236,1700,13980,0.434584526,11.84541623,10.26958762,121.6475399,3.57248923,T-motor,2850,6,4.5,Master Airscrew,T-motor,50-60,
0,1000,0,0.000248722,8.083000056,0.04982635,0.402746387,,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
17.4908996,1300,4550,0.042855626,8.070031304,0.713867662,5.760934382,7.439006114,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
21.3900704,1325,5138,0.054394656,8.064208356,0.938444535,7.567812263,7.187632871,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
25.2519238,1350,5685,0.066891502,8.058531911,1.179232509,9.502882803,7.039074738,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
29.1410988,1375,6163,0.078814813,8.050757886,1.415343402,11.39458706,6.916864392,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
33.0413466,1400,6569,0.08982015,8.044475548,1.652389655,13.29260818,6.757150205,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
36.9158092,1425,6983,0.102181467,8.036168659,1.925003938,15.46965632,6.605283585,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
40.816604,1450,7433,0.116709218,8.027858162,2.28056377,18.30804247,6.374751336,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
44.7166142,1475,7868,0.131711892,8.014404654,2.646761249,21.21221568,6.209247249,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
48.6161598,1500,8276,0.14573284,8.000193177,3.064976868,24.52040703,5.943328752,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
52.7669282,1550,9184,0.180425502,7.975842819,4.109006648,32.77279117,5.505344379,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
56.916983,1600,10042,0.217951552,7.942497547,5.414085598,43.00136158,5.068480241,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
61.0673142,1650,10905,0.258947975,7.902572883,7.068972235,55.86306829,4.635405512,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
65.2174702,1700,11854,0.307980555,7.856173391,8.884847158,69.80089983,4.412271989,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
69.3672552,1750,12654,0.350755866,7.803503609,10.81532826,84.39745309,4.156000606,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
73.5179652,1800,13261,0.386584463,7.746693113,12.78835732,99.06747959,3.902233753,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
77.6678218,1850,13802,0.415080297,7.707313859,14.05330287,108.3132159,3.832222073,T-Motor,2850,7,6,GEMFAN,Hobbywing,30,
0.285148,1000,0,-0.000280904,8.31679087,0.034841934,0.289773077,,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
9.443433,1200,4954,0.022804248,8.310521486,0.405050855,3.366183833,6.774510632,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
13.5318746,1250,6030,0.033567779,8.305787433,0.62526149,5.193289026,6.463683983,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
17.6311058,1300,6969,0.047780386,8.299590726,0.899355027,7.464278639,6.401206101,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
21.476374,1325,7420,0.053695864,8.295261152,1.028014637,8.527649886,6.296677849,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
25.3025328,1350,7837,0.060689537,8.291120449,1.189465648,9.86200296,6.153875359,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
29.154792,1375,8175,0.069539316,8.286660484,1.358482905,11.25728661,6.177271507,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
33.0273266,1400,8585,0.074585159,8.28169958,1.504301071,12.45816954,5.986847299,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
36.8572096,1425,8879,0.079923206,8.278569803,1.642005729,13.59345904,5.879534099,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
40.6958734,1450,9240,0.08792249,8.272748545,1.844727282,15.26096494,5.761266771,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
44.5708056,1475,9590,0.094860761,8.265957342,2.059421656,17.02309156,5.572475529,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
48.4497706,1500,9945,0.103188363,8.259549798,2.312368175,19.09912009,5.402781017,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
52.5751022,1550,10716,0.121019784,8.246351693,2.80936069,23.16697628,5.223805759,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
56.7084244,1600,11647,0.14658885,8.228776186,3.519042672,28.95741454,5.062221619,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
60.8223708,1650,12405,0.167347986,8.210705266,4.246642923,34.86793341,4.799481056,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
64.933766,1700,13192,0.193113657,8.186211501,5.164249161,42.27563588,4.567965765,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
69.0593166,1750,14039,0.219239544,8.160649562,6.27734,51.22717192,4.279751078,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
73.2097044,1800,14957,0.246712956,8.133510696,7.323567518,59.56631474,4.141820041,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
77.3349934,1850,15732,0.277300993,8.100416963,8.622681366,69.8473144,3.970102433,FlashHobby,3150,5.1,2.6,Gemfan,EMAX,20-25,
0.300869,1000,0,0.000762096,12.76737611,0.045877643,0.585737124,,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
9.5759906,1200,3497,0.036538508,12.74967901,0.325764367,4.153391112,8.797271162,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
13.7010084,1250,4210,0.053651826,12.73766682,0.482109827,6.140954343,8.736724458,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
17.8512622,1300,4889,0.073781872,12.7219661,0.68519957,8.7170857,8.46405266,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
21.7280742,1325,5228,0.086332016,12.71059708,0.828389936,10.5293307,8.199193118,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
25.6030158,1350,5576,0.09856975,12.69840926,0.969136063,12.30648636,8.009577015,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
29.4781524,1375,5896,0.112154316,12.68529017,1.127437237,14.3018685,7.841934488,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
33.3790004,1400,6220,0.124965693,12.66952461,1.298114794,16.44649733,7.598316574,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
37.2795856,1425,6524,0.142047729,12.65242728,1.470319355,18.60310871,7.635698473,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
41.1544584,1450,6801,0.156445736,12.63403956,1.673739962,21.1460969,7.398326817,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
45.053541,1475,7103,0.170378633,12.61635464,1.862073403,23.49257842,7.252445026,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
48.929312,1500,7373,0.185538332,12.59376181,2.07144195,26.08724652,7.11222368,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
53.0555598,1550,7924,0.217142751,12.55513741,2.57368611,32.31298278,6.719984741,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
57.2087974,1600,8460,0.247500062,12.51168358,3.114007983,38.96148254,6.352429257,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
61.3322666,1650,8969,0.281272235,12.46005485,3.763125729,46.88875297,5.998714336,T-motor,1500,3.5,,Gemfan,T-motor,30-35,
